3.27, -1.73
-0.52, 3.89
3.13, 3.72
3.96, -0.80
-3.69, -3.41
-0.06, 4.09
4.30, -4.21
-3.54, 4.17
3.19, -2.16
1.86, -3.36
5.33, 1.28
4.53, 3.04
-4.93, -3.19
-3.69, 3.08
-1.42, -4.40
3.58, 3.68
-2.22, -4.40
-3.75, 1.76
1.52, 3.96
2.11, 4.10
-0.26, -3.84
1.24, -5.40
1.78, -4.05
-3.11, 3.59
3.79, 0.78
-4.09, 2.89
4.54, 3.73
5.13, 2.54
3.50, 1.55
4.48, -3.74
-2.99, 2.25
-3.71, -0.39
-4.13, -1.53
-5.82, -1.46
-6.06, 1.34
4.23, 0.92
6.37, -0.95
3.45, 4.30
-4.68, 1.95
3.37, -3.78
3.56, -1.72
-1.83, -4.20
-5.62, 1.18
-2.81, 2.63
-3.97, 3.25
2.18, -3.03
3.27, -2.29
6.15, -1.21
-4.08, 0.67
3.42, -0.87
-2.19, 4.68
5.05, -1.77
2.70, -5.17
-2.98, 3.58
3.10, 4.83
4.49, -1.07
4.25, -3.56
3.73, 2.59
5.75, 1.06
0.76, 3.95
-4.45, 1.47
3.79, 0.65
0.96, 4.15
-4.67, 0.91
3.51, 2.30
-3.86, -2.01
-1.16, 5.63
-3.14, 3.47
-4.17, -1.90
5.61, -1.99
-2.92, 2.94
-1.49, 4.36
-4.29, 2.92
-4.37, 3.21
3.38, 3.57
2.16, 3.71
-4.20, -0.63
1.88, 4.95
1.66, -5.49
-1.05, 4.63
-1.08, 4.97
2.41, -4.61
5.26, -1.12
-1.69, -3.99
3.90, 1.11
2.25, -4.49
-1.01, -4.92
2.97, -3.67
-5.33, 2.07
3.97, -2.83
-4.28, -2.94
1.41, 3.86
1.71, 4.12
-4.12, -3.86
-4.98, 2.91
-4.60, -2.02
-1.48, 3.08
-3.54, 3.82
-2.02, 3.44
4.47, -1.54
4.42, 2.24
-1.72, -3.90
-5.67, 2.71
-3.21, 2.47
-4.30, 1.11
-3.35, -3.20
-0.95, 5.05
-5.25, 0.95
-3.20, -3.33
-2.26, 5.71
-2.07, -4.73
1.02, -5.77
0.83, -3.87
-0.72, -3.93
3.06, -2.28
1.98, 5.82
-3.72, -3.63
-1.50, 3.25
3.87, -3.94
-2.92, -3.21
-2.90, -4.23
4.17, 3.39
5.68, -1.19
-2.07, 3.74
0.51, 4.17
3.95, 2.30
3.38, 5.38
3.02, -3.74
-4.02, -0.93
4.66, -2.71
6.64, 0.07
6.11, -1.76
2.09, 4.88
3.15, 3.07
-1.58, 3.50
-6.00, 1.09
-2.56, 3.77
-5.56, -2.26
-3.71, 1.92
1.71, -3.57
3.39, -2.10
2.12, -3.85
1.83, -4.22
5.04, 1.22
-4.26, 1.72
-4.32, 3.42
4.78, -2.08
3.19, -3.66
1.68, -5.59
-4.99, 2.13
3.09, 5.60
4.23, 1.24
3.77, 3.07
2.43, 4.47
-1.52, -5.10
-5.78, 0.78
5.84, 1.63
4.10, 1.16
5.96, 0.99
4.01, -1.09
6.21, 0.16
5.21, -1.32
6.50, -0.69
3.96, -1.01
4.89, 1.42
6.38, -0.37
6.53, 0.27
5.72, -0.77
5.86, 0.92
4.46, -1.23
6.32, 0.63
3.65, 0.27
6.15, 0.17
4.59, -1.20
4.46, -1.30
6.12, 0.87
4.83, 1.53
6.16, -0.77
6.03, 0.86
5.84, 1.24
6.17, -0.88
4.38, -1.41
3.88, -0.64
3.74, -0.04
5.05, -1.34
4.45, -1.28
5.72, -0.84
3.76, -0.05
6.62, 0.32
6.39, -0.75
6.00, 0.82
3.89, 0.76
6.43, 0.03
4.56, 1.19
3.81, -0.88
6.15, 1.04
6.41, -0.39
4.95, 1.32
4.42, 1.26
3.80, -0.74
6.29, 0.51
4.00, -1.32
5.03, 1.46
4.19, -1.18
6.35, 0.80
5.53, 1.46
4.53, 1.16
-4.22, 1.10
-3.70, 0.57
-6.55, -0.14
-6.31, 0.59
-5.86, 0.90
-3.92, 0.97
-4.67, 1.45
-6.05, -1.39
-5.01, 1.29
-5.86, -1.30
-6.06, 0.83
-4.98, -1.32
-3.93, -0.78
-3.80, 1.10
-3.58, 0.00
-3.68, 0.35
-4.23, 1.02
-3.71, -0.65
-6.14, -0.38
-4.29, 1.44
-6.34, -0.09
-4.93, -1.37
-6.02, -0.92
-4.86, -1.52
-5.69, 1.54
-6.16, -0.84
-6.31, -0.07
-4.23, -1.18
-5.95, 1.13
-3.56, 0.50
-4.88, -1.25
-5.60, 1.56
-5.60, -1.44
-3.53, -0.24
-6.08, -0.77
-4.02, 0.97
-6.21, -0.46
-5.31, -1.33
-3.87, 0.89
-4.53, 1.41
-4.47, -1.41
-5.67, 1.16
-3.78, -0.33
-5.47, 1.62
-6.31, -0.29
-5.94, -1.15
-6.56, -0.55
-5.80, -1.24
-4.73, -1.20
-6.22, -0.25
0.59, 3.80
-1.43, 4.80
1.27, 5.37
-1.27, 4.83
-0.37, 6.53
1.02, 4.17
-1.29, 5.20
0.09, 6.51
0.94, 3.86
-1.32, 4.47
0.38, 6.36
-1.66, 4.84
-1.23, 5.81
-1.38, 5.29
0.56, 6.31
1.26, 5.62
-1.11, 5.59
1.27, 5.60
-0.69, 6.07
0.44, 6.05
0.78, 6.55
1.57, 4.75
0.89, 3.86
0.37, 6.23
0.35, 3.54
1.47, 4.97
-0.85, 5.58
0.53, 3.47
-0.23, 3.64
0.27, 3.65
-0.33, 6.25
-0.99, 4.29
0.13, 3.52
1.18, 5.88
-1.21, 4.85
1.47, 4.72
-0.49, 3.88
0.73, 3.99
-0.31, 3.35
-1.14, 5.29
-0.11, 6.46
-0.10, 6.52
1.14, 6.01
1.60, 4.69
1.63, 5.37
-0.93, 5.86
-1.11, 3.73
1.06, 6.17
1.35, 5.03
-0.29, 3.65
-0.66, -3.85
-1.13, -5.88
-1.64, -5.38
1.45, -4.45
0.90, -6.08
0.43, -3.72
-1.38, -5.69
-0.32, -3.71
-0.19, -6.18
0.78, -6.00
-1.37, -5.83
-1.13, -5.81
0.77, -6.55
-1.36, -5.02
-1.01, -5.76
0.50, -3.52
0.58, -6.20
-1.11, -6.08
-1.37, -5.25
1.29, -5.63
-1.08, -5.78
-1.36, -4.69
1.13, -4.25
-0.05, -6.09
-0.63, -6.13
0.87, -6.14
0.67, -4.05
0.15, -6.19
-0.82, -5.79
-1.24, -4.74
1.02, -4.04
-1.41, -5.85
-0.30, -6.75
-0.43, -3.65
1.45, -4.12
-0.92, -3.79
1.41, -4.99
1.02, -6.10
-1.08, -6.20
-1.08, -4.30
-1.11, -5.58
-0.13, -6.37
0.18, -3.71
-0.29, -6.32
1.09, -4.38
0.64, -3.27
0.09, -3.67
-0.90, -4.14
0.63, -3.77
-0.86, -5.94
