-4.03, -1.01, 2.52
1.31, 4.04, -2.09
-2.04, 3.11, -2.71
2.91, 3.29, -2.26
0.68, 4.97, 0.54
4.90, 1.99, -1.21
2.21, -1.92, -3.75
1.52, 4.58, 1.33
-4.48, 1.57, -1.33
3.17, -1.88, -3.29
2.31, 4.03, 2.64
0.21, -4.10, 2.47
4.03, -3.25, 0.29
1.96, -4.54, -1.55
1.41, -1.82, -4.64
0.08, 1.73, -4.32
3.51, 1.67, -2.00
-3.29, -1.70, 3.06
2.36, -0.68, 4.97
-0.84, 2.67, 4.00
4.07, 2.17, -2.37
1.88, 4.35, -1.31
-0.23, 4.38, 0.98
3.69, 3.00, -0.03
-5.27, -0.17, 0.98
4.11, -2.40, -0.31
1.01, 2.22, -4.04
-2.09, -0.30, 4.85
3.73, 2.80, 1.89
1.33, -4.61, -1.07
-2.60, -0.95, 4.01
4.87, -0.65, -0.51
-1.03, 0.29, -4.28
0.03, -2.85, -4.40
-2.17, -3.45, 3.14
1.65, 0.58, -4.66
-4.68, 1.75, 1.58
-3.56, 3.51, -2.70
1.48, -0.93, 4.29
3.95, -3.03, 1.03
3.74, -3.19, -1.54
4.33, -1.76, 0.87
2.84, -2.89, 3.37
-2.43, -1.76, -4.28
3.23, -2.93, 1.32
-2.91, 2.46, 3.80
-3.29, 3.83, 0.16
4.07, -0.65, -3.26
1.86, 1.77, 4.06
-4.16, -0.53, -1.62
3.14, -3.67, 0.80
-4.68, -0.60, -2.39
2.15, 3.86, 0.82
-3.30, -0.34, 3.80
2.01, -4.03, -1.94
-0.64, -3.30, -3.79
2.11, 5.00, 0.18
-3.01, 2.41, -3.49
-4.92, -1.08, 0.63
3.38, -2.63, -2.59
4.71, 2.48, 0.46
2.96, 1.71, -3.34
1.56, 1.92, -4.25
-4.76, 2.81, -0.82
0.86, -1.02, 5.33
0.52, 5.33, 0.29
0.90, -4.38, 2.28
-0.95, -5.16, 1.40
-1.98, -0.66, -4.87
-1.32, -2.39, -4.01
0.71, -4.99, -2.76
-0.26, -4.39, 1.47
3.58, 2.24, -2.58
1.60, 3.72, 2.62
1.45, 4.22, 2.92
1.90, 2.87, 4.03
2.03, 1.76, -4.37
-3.01, -3.76, -1.60
4.02, -0.65, 1.04
1.69, -4.71, -0.69
-0.37, 3.55, 3.43
-2.70, -3.71, -2.07
-4.86, -1.42, 2.09
-0.77, 4.96, -1.12
0.25, -4.62, 2.78
0.23, -3.21, -3.55
-0.42, -3.76, -3.68
4.48, -0.01, 2.22
-5.14, -1.84, -0.15
-0.45, 4.32, 0.46
-5.58, -1.30, 1.20
1.17, -4.28, -1.07
3.30, 3.43, -2.65
-3.81, -0.96, -3.15
-1.26, -4.30, -0.60
-1.48, -4.45, 1.38
4.46, -0.79, -2.88
-0.59, -3.24, 4.14
-1.64, 0.80, 4.77
-5.17, -0.74, -1.54
