5.10, -0.16
0.64, 0.11
6.65, -0.16
5.46, -0.06
2.62, 0.12
0.37, -0.09
7.60, -0.18
4.95, 0.47
7.72, -0.04
6.12, -0.50
1.75, 0.41
6.66, -0.48
4.47, -0.12
7.57, 0.01
3.64, -0.45
3.09, -0.02
1.64, 0.10
3.04, 0.43
2.61, 0.58
3.67, 0.09
0.74, 0.12
4.75, 0.40
4.84, 0.09
1.77, 0.49
5.04, -0.37
4.11, -0.33
4.23, -0.11
6.18, 0.01
4.75, 0.00
0.74, 0.47
5.95, 0.05
1.85, -0.26
5.98, 0.47
3.50, -0.19
7.67, 0.23
7.48, -0.35
1.20, 0.03
1.12, -0.01
5.10, -0.49
5.88, 0.16
1.62, -0.19
2.37, -0.08
5.39, -0.03
0.57, -0.00
1.80, 0.62
4.15, 0.12
2.67, -0.36
1.38, 0.20
1.70, 0.22
1.18, -0.34
4.66, -0.14
1.56, -0.18
4.40, -0.05
0.39, -0.05
4.08, -0.26
2.98, -0.32
6.13, -0.12
1.35, 0.19
1.45, -0.46
4.77, 0.04
1.53, 0.06
2.24, -0.32
4.97, 0.10
1.71, -0.40
5.80, 0.41
1.64, -0.12
7.81, 0.54
0.16, 0.25
2.58, 0.13
4.55, 0.49
7.71, 0.23
0.98, -0.25
6.48, 0.05
4.63, 0.18
1.60, -0.28
5.82, -0.26
5.98, -0.06
4.47, 0.07
3.77, 0.51
1.44, 0.29
5.12, 4.77
4.33, 3.43
1.82, 1.03
1.47, 1.94
2.13, 1.85
0.63, 0.27
1.07, 1.29
4.10, 3.35
2.67, 2.88
1.05, 2.03
0.61, 1.64
4.02, 3.79
1.76, 1.81
0.91, 0.89
4.55, 4.45
2.86, 2.83
4.34, 4.39
-0.10, 0.12
1.50, 2.17
-0.15, 0.49
3.28, 3.16
5.09, 4.87
4.82, 5.11
3.67, 3.61
4.76, 5.08
0.01, 0.19
-0.04, 0.04
2.27, 1.90
1.89, 1.96
4.75, 4.93
2.55, 2.21
1.13, 1.80
2.08, 2.35
0.11, 0.44
4.55, 4.95
3.08, 3.11
4.71, 4.81
4.00, 4.26
3.57, 4.45
3.07, 3.32
3.38, 3.39
0.98, 1.21
5.11, 4.19
1.44, 1.36
2.20, 1.78
3.65, 3.58
0.74, 1.05
2.57, 2.94
0.01, 0.24
4.10, 3.19
9.92, 5.09
8.98, 5.19
5.31, 5.07
6.95, 5.11
5.63, 4.81
7.28, 5.08
5.97, 4.72
5.30, 5.24
8.00, 5.09
8.09, 5.14
5.58, 5.12
8.07, 4.84
8.35, 5.26
5.68, 5.00
7.52, 5.17
9.29, 4.66
8.74, 5.40
8.50, 4.91
5.04, 4.97
5.92, 4.98
8.18, 4.87
6.04, 5.01
5.32, 4.91
5.64, 4.60
8.68, 5.27
5.03, 5.15
9.48, 4.65
7.03, 4.80
7.33, 4.80
6.74, 4.95
8.65, 4.70
7.56, 4.71
9.24, 5.08
6.50, 5.34
7.13, 5.22
5.37, 4.69
8.74, 5.15
7.35, 5.01
5.87, 4.83
7.38, 5.03
8.59, 7.54
6.39, 5.73
7.32, 6.72
6.08, 6.02
8.62, 7.78
5.38, 5.36
5.97, 5.91
8.77, 8.00
6.62, 6.11
5.38, 4.89
5.69, 5.63
7.55, 6.76
8.82, 7.94
6.83, 5.88
6.99, 6.08
5.59, 5.20
7.69, 6.98
5.48, 5.30
9.20, 7.73
5.49, 5.49
5.87, 5.62
8.30, 7.38
6.15, 5.91
8.33, 7.49
6.11, 6.16
5.45, 5.07
6.15, 5.62
5.61, 5.43
8.86, 8.11
8.85, 8.00
5.95, 5.79
6.91, 6.52
8.35, 7.12
8.81, 7.89
8.86, 8.01
7.55, 6.93
6.68, 6.60
5.70, 5.62
8.28, 8.09
6.44, 5.97
-3.80, 1.60
-2.78, 1.31
-3.27, 1.68
-2.40, 1.51
-2.86, 1.58
-1.43, 0.64
-2.44, 0.96
-1.59, 0.86
-3.25, 1.75
-1.72, 0.39
-2.68, 1.87
-2.15, 1.32
-1.63, 0.94
-2.43, 1.39
-0.77, -0.34
-1.85, 0.57
-2.00, 0.94
-0.77, 0.77
-2.03, 1.17
-3.94, 1.90
-4.06, 1.85
-2.70, 1.25
-0.67, 0.12
-2.81, 1.08
-1.71, 0.55
-1.25, -0.15
-2.79, 1.34
-1.90, 0.62
-3.90, 1.41
-3.29, 1.80
-1.30, 0.10
-1.16, 0.32
-0.89, 0.59
-1.26, 0.19
-2.59, 1.23
-4.06, 1.75
-1.37, 0.91
-1.00, 0.37
-1.57, 1.16
-0.48, -0.04
-3.05, 1.34
-2.66, 1.25
-0.77, 0.12
0.10, 0.67
-0.65, -0.03
-3.55, 1.63
-1.64, 0.90
-1.53, 1.45
-1.89, 1.11
-1.57, 0.32
-0.26, -6.17
-0.15, -6.05
-0.01, -2.64
-0.13, -6.39
0.01, -1.86
0.12, -6.71
-0.38, -6.25
0.31, -6.61
0.18, -1.46
0.27, -6.19
0.12, -3.00
-0.45, -5.51
-0.10, -0.52
0.32, -4.23
-0.62, -0.77
-0.04, -5.19
-0.17, -1.43
0.06, -2.01
-0.51, -5.94
-0.08, -5.00
-0.10, -3.26
0.15, -6.34
0.15, -5.39
0.25, -5.30
-0.11, -5.31
-0.10, -2.90
-0.41, -2.75
0.49, -1.53
0.11, -3.37
-0.03, -1.63
-0.44, -3.00
0.09, -5.44
-0.17, -2.45
0.30, -5.40
-0.01, -5.88
0.24, -2.37
-0.12, -4.61
0.36, -6.54
-0.08, -3.33
0.31, -2.24
-0.15, -5.90
-0.01, -4.38
0.53, -3.32
-0.14, -3.59
0.10, -1.37
-0.06, -5.05
-0.18, -4.44
-0.22, -3.84
-0.36, -2.82
-0.28, -1.43
0.25, -5.98
-0.13, -0.05
0.02, -5.24
-0.05, -2.38
-0.21, -6.16
0.60, -2.95
0.14, -5.26
0.55, -1.86
-0.46, -0.10
-0.23, -3.43
0.12, -0.25
