-0.98, -3.48, 7.35
-2.85, 1.45, 5.53
0.77, 0.52, 11.44
2.30, 0.05, 5.21
2.45, 2.73, 8.54
-1.79, 2.10, 4.98
2.10, 2.79, 10.37
-3.19, -2.33, 9.20
-1.66, -2.79, 5.54
-3.34, 2.39, 8.76
0.87, 1.82, 4.38
0.19, 4.35, 6.61
3.76, -1.48, 8.18
0.45, -3.62, 5.82
3.28, 2.93, 8.13
-0.46, 0.92, 11.80
-1.03, -1.62, 11.55
-2.78, -0.24, 10.60
-2.91, 0.14, 10.32
-3.02, 0.82, 10.50
-3.00, -1.59, 6.07
-2.79, -0.35, 10.88
-2.28, 2.20, 5.14
-3.98, -0.05, 6.47
-2.01, 0.78, 11.50
0.91, 0.66, 11.99
-0.26, -2.78, 5.32
-3.50, -1.50, 8.22
0.11, -1.93, 4.59
-0.90, -1.19, 11.31
-1.44, 2.99, 8.94
2.30, -1.88, 5.10
-1.22, 3.62, 7.33
1.27, -0.65, 4.35
1.71, -2.38, 10.24
-0.99, 4.02, 8.26
-1.39, -3.02, 5.54
3.02, 0.52, 10.34
-3.10, -0.66, 10.66
-0.36, -4.07, 7.35
3.64, 0.79, 9.31
3.16, 1.28, 9.47
3.35, 1.90, 7.24
-2.96, -1.13, 5.66
-1.62, -3.66, 7.25
-2.70, -2.59, 9.41
2.19, 3.43, 9.06
-0.82, 3.13, 9.70
0.80, -3.65, 7.15
1.91, -1.51, 4.23
3.71, 2.09, 8.28
-2.80, 1.98, 10.85
-3.70, 1.61, 8.56
1.31, -3.89, 8.55
-2.03, -3.04, 6.61
-1.93, -2.82, 9.42
-0.67, -3.62, 9.23
3.19, -2.25, 6.59
-3.34, -2.57, 7.27
-3.45, -2.07, 7.20
-2.81, 1.31, 10.15
3.97, -1.14, 7.40
-3.31, -1.02, 10.02
-0.97, 2.64, 10.59
-0.37, -3.98, 8.11
0.28, 3.11, 10.51
-2.58, -1.18, 5.18
-0.61, -0.25, 4.05
0.23, -1.54, 11.55
3.80, -0.44, 9.39
4.13, -0.30, 9.06
-2.89, 2.75, 8.02
3.25, -2.38, 7.54
0.69, 2.12, 4.62
2.11, 3.22, 6.60
-1.06, 3.01, 6.38
-0.31, 3.30, 10.35
2.51, 2.57, 6.37
2.49, 0.66, 10.91
0.03, 3.69, 7.65
3.72, -2.01, 7.75
1.57, 3.74, 8.77
-3.68, -1.19, 7.96
-3.30, 1.65, 6.81
-3.15, 0.71, 9.85
0.16, -2.57, 11.25
-2.54, -1.18, 5.10
-2.91, -0.58, 5.77
2.11, 0.63, 5.01
-3.80, -1.29, 8.52
-0.99, 3.75, 8.43
-1.10, -2.10, 4.95
3.34, 2.32, 8.41
3.06, -2.41, 8.43
-3.25, -1.10, 9.95
0.75, 2.42, 4.91
-3.21, -1.06, 7.08
1.72, 3.51, 8.20
-2.51, 1.36, 10.09
-3.36, -1.52, 6.24
3.00, 1.58, 10.39
-2.68, -2.54, 9.13
2.48, -1.36, 10.42
2.65, 0.11, 4.87
-2.38, 3.34, 6.78
-1.15, -0.85, 11.65
-3.32, 0.10, 10.45
-2.16, -1.46, 5.29
-1.92, 1.12, 11.29
-2.13, 2.28, 5.50
1.03, -3.61, 9.38
-1.49, 3.68, 8.89
1.36, 1.99, 4.57
-1.36, -3.74, 7.38
3.46, -0.92, 6.74
0.48, -1.82, 4.33
-3.26, -2.54, 8.23
-3.13, 1.53, 9.93
3.60, -0.82, 6.22
1.50, 0.09, 4.47
2.45, -2.99, 8.10
-0.50, 3.70, 9.21
3.01, 2.80, 8.04
-1.67, 3.60, 8.16
3.50, 2.06, 7.37
-1.45, -1.55, 4.53
-3.65, -0.31, 7.98
2.34, -2.98, 7.14
2.31, 1.48, 5.56
3.66, -1.72, 7.77
0.45, 0.53, 4.36
-0.15, 3.85, 9.93
1.96, -2.67, 5.98
-2.71, -1.91, 10.35
2.30, 0.68, 11.06
-1.50, 3.92, 8.62
-0.69, -3.89, 10.24
3.11, 3.02, 8.16
4.14, 0.13, 8.76
-1.44, 1.49, 4.94
4.00, -0.45, 8.90
1.68, -0.64, 11.31
2.78, 1.99, 6.61
1.36, 3.99, 7.86
-0.12, -4.01, 7.33
-1.39, 1.18, 4.61
-0.64, -1.63, 4.28
-1.96, 1.01, 11.56
2.09, 1.32, 5.39
-0.87, -0.27, 12.16
-1.91, -2.58, 5.14
-2.57, -1.37, 10.90
0.33, 3.81, 7.11
2.05, -1.32, 4.69
-3.39, -2.20, 8.50
-2.34, -2.57, 9.60
1.15, 3.43, 9.73
-2.03, -3.36, 7.05
3.40, 1.43, 7.04
-2.35, 2.41, 5.90
2.81, 2.72, 8.80
1.48, -2.48, 5.61
-4.30, -1.44, 7.36
1.01, -3.82, 7.84
-3.00, 2.38, 8.96
0.14, -1.70, 11.55
-2.48, -1.29, 10.77
3.70, -0.09, 7.91
-1.28, 3.13, 10.21
-2.37, -0.86, 11.51
0.65, -0.51, 4.33
-0.15, -4.08, 7.92
4.13, -0.59, 8.89
0.35, 3.62, 9.26
0.47, -1.67, 4.39
-2.64, -2.47, 9.41
-2.86, -2.21, 10.11
-0.35, -3.39, 10.35
-0.92, -0.04, 4.16
0.87, -2.61, 5.42
2.77, 2.71, 6.62
0.44, 4.20, 7.60
