0.49, 1.41
0.60, 1.54
-2.00, -1.09
-1.65, 0.94
-1.97, -0.62
1.48, -0.22
1.30, 0.21
0.60, -2.09
-1.72, 0.50
2.49, 0.26
1.37, 1.54
1.60, 1.76
-0.98, -0.93
-0.76, -2.30
1.64, -0.45
0.92, 1.71
-0.79, -1.72
0.61, -2.08
0.81, 2.04
-1.11, -2.13
-1.59, -1.55
-2.43, 0.10
0.42, 2.29
1.47, 1.13
-1.60, 1.42
-1.37, -0.13
2.24, -0.08
-0.09, -1.71
1.09, -1.83
0.84, -2.17
-0.65, 1.62
1.69, 0.04
-0.20, 2.32
1.76, -1.11
-1.95, 1.26
1.49, 1.72
0.15, -2.27
0.27, -1.74
1.04, 1.27
-1.57, -1.18
-1.92, 0.70
1.54, -0.62
1.50, -0.63
-1.67, 0.00
0.41, 2.36
-1.77, 0.50
0.63, 2.18
0.89, -1.36
0.44, -2.04
1.89, -1.08
-1.54, 1.15
1.96, -0.67
-1.47, 1.26
1.50, -0.84
-0.45, 1.98
0.50, -2.29
0.15, 1.99
2.06, -0.35
-1.51, -1.00
-2.24, 0.76
0.63, 1.90
-1.69, 0.34
-0.72, 1.91
-1.09, 1.62
0.20, -2.11
0.80, 1.48
1.93, 0.38
-1.50, -1.29
-1.20, 0.52
0.52, 1.68
2.09, -0.19
2.36, 0.51
1.31, 0.83
-1.76, -1.02
0.97, -1.40
0.77, 1.17
1.03, 1.86
-0.23, 1.77
-1.74, -0.23
-1.66, 0.82
1.85, -0.34
-2.32, 0.50
-0.31, -2.15
0.47, 1.86
0.71, 2.00
1.47, 1.70
1.52, 0.31
1.61, -0.05
-1.78, 0.55
-1.50, -0.64
0.11, -1.86
-0.53, -1.77
0.80, -2.52
-0.50, -2.08
-0.08, -1.84
-1.89, 1.07
-0.85, -1.93
-0.14, 2.06
0.98, 1.43
-1.43, 1.68
2.12, 0.44
-0.57, -1.61
-1.05, -1.54
2.05, 0.58
-1.61, 1.04
-1.73, 0.81
0.50, 1.90
2.72, 0.06
2.01, 1.34
1.57, -1.63
-2.00, -0.98
1.13, 1.27
-0.80, -2.32
-0.47, 1.94
2.29, 1.29
0.68, -2.09
0.88, 1.63
1.58, 0.81
-1.93, -0.52
-1.19, 1.56
-1.72, 0.11
-1.66, -0.68
-1.84, -1.18
-0.08, -2.46
-0.91, -1.82
1.70, 0.22
1.12, 2.11
-0.56, 1.71
-1.96, -0.60
1.96, -0.02
0.92, 1.72
-0.99, 2.05
1.43, -1.20
-0.13, 2.04
-2.22, 0.71
1.93, -0.37
1.52, 0.45
2.02, 0.36
1.44, -0.62
-2.32, 0.02
1.66, -1.86
-0.16, -1.70
-1.70, 1.15
2.05, -0.61
-1.62, -1.52
1.42, 1.86
-0.72, -1.56
1.31, -1.52
1.81, -1.16
1.83, 0.35
1.21, -1.15
-2.43, 0.53
-0.84, -2.02
-1.33, 1.94
1.48, -1.71
2.22, 1.58
0.05, 1.75
1.32, 1.33
0.74, -1.81
-1.83, 1.20
-2.28, 0.87
0.51, -2.44
0.23, -2.39
-1.90, -1.38
0.87, 1.52
-1.62, 0.56
-2.00, 0.52
1.55, 1.36
2.04, -0.64
-1.78, -0.35
1.80, -1.04
-1.43, 0.97
-1.55, 1.54
-0.51, -1.81
-1.53, 0.07
-1.72, 0.89
0.18, 2.30
1.82, -1.00
1.05, -1.68
1.37, -0.78
-1.24, 0.81
-0.85, 2.05
-2.22, -1.82
-1.03, -1.53
0.95, -1.31
1.81, -0.17
1.97, 1.42
1.68, 0.37
-0.69, 2.18
-2.15, 0.65
-0.63, 1.52
-1.55, -0.93
0.11, -1.39
1.48, -1.27
-0.63, -2.10
0.76, 2.21
-2.42, -0.10
-1.83, -0.24
1.28, -1.70
0.45, -2.45
