4.55, -2.38, 0.00
-3.64, 0.79, 0.00
-1.74, 4.67, 0.00
0.13, 5.39, 0.00
2.68, 5.70, 0.00
-4.11, 1.47, 0.00
-5.20, 0.74, 0.00
-1.46, -5.01, 0.00
-4.92, -2.04, 0.00
3.46, 2.73, 0.00
1.57, -3.69, 0.00
-1.43, -4.54, 0.00
-4.94, 2.04, 0.00
-5.19, 0.32, 0.00
-0.44, 4.99, 0.00
3.95, -3.47, 0.00
-6.34, 1.46, 0.00
-6.11, 1.27, 0.00
6.06, 0.28, 0.00
2.98, -4.08, 0.00
1.10, -4.04, 0.00
4.09, 2.32, 0.00
-1.24, -5.18, 0.00
2.98, -2.79, 0.00
-1.75, -4.98, 0.00
-6.59, -1.66, 0.00
-0.85, 4.06, 0.00
3.44, -2.17, 0.00
-2.87, -4.01, 0.00
4.88, 0.62, 0.00
-4.84, -0.36, 0.00
-3.40, 3.12, 0.00
1.43, 4.95, 0.00
-5.84, 1.36, 0.00
4.41, -2.43, 0.00
-4.89, -0.41, 0.00
3.02, -3.17, 0.00
4.29, -4.12, 0.00
-3.68, -0.29, 0.00
3.99, 1.92, 0.00
2.09, 3.79, 0.00
-0.48, -4.05, 0.00
3.36, -3.43, 0.00
-0.91, -4.42, 0.00
3.92, 0.51, 0.00
-4.83, -0.65, 0.00
-5.32, 1.61, 0.00
4.06, 0.40, 0.00
-2.43, 3.64, 0.00
0.68, -4.99, 0.00
4.89, -3.73, 0.00
1.85, 4.69, 0.00
1.87, -5.03, 0.00
-6.01, -0.45, 0.00
-0.72, -5.04, 0.00
0.59, 5.58, 0.00
-3.21, -3.17, 0.00
-0.12, 5.22, 0.00
3.82, 3.51, 0.00
3.19, -2.82, 0.00
3.65, -0.03, 0.00
1.65, -4.80, 0.00
-2.47, 5.27, 0.00
0.15, -4.83, 0.00
1.28, -4.61, 0.00
-2.31, -4.17, 0.00
2.19, 2.07, 0.00
3.48, -3.17, 0.00
2.25, -4.65, 0.00
-3.53, 4.82, 0.00
5.47, 0.55, 0.00
-0.14, 4.30, 0.00
-5.64, 3.07, 0.00
-1.24, -3.58, 0.00
-4.29, -2.65, 0.00
-1.37, -4.54, 0.00
-4.03, 2.23, 0.00
5.61, -2.27, 0.00
-2.12, -4.58, 0.00
-2.64, 5.77, 0.00
5.12, 2.02, 0.00
-0.07, -5.32, 0.00
-1.19, 5.41, 0.00
5.59, -1.98, 0.00
3.22, 2.56, 0.00
-1.78, 3.36, 0.00
3.36, 3.53, 0.00
6.51, 2.01, 0.00
-4.79, 0.58, 0.00
-4.85, 2.84, 0.00
1.69, -6.04, 0.00
-5.84, -4.12, 0.00
-3.46, 4.13, 0.00
3.85, -3.54, 0.00
2.43, -2.50, 0.00
1.26, 4.27, 0.00
2.43, -4.51, 0.00
4.11, 2.57, 0.00
-2.50, -5.59, 0.00
3.25, -4.89, 0.00
3.64, 1.35, 0.00
-3.00, 2.64, 0.00
-4.08, 2.74, 0.00
-3.40, -3.21, 0.00
1.89, 3.98, 0.00
1.05, -6.12, 0.00
-4.09, -2.51, 0.00
1.02, 5.24, 0.00
2.96, 4.22, 0.00
-0.58, -4.40, 0.00
-1.43, -5.57, 0.00
-1.28, -4.80, 0.00
-5.88, -1.89, 0.00
0.81, -3.37, 0.00
0.41, -5.04, 0.00
4.68, -2.22, 0.00
1.50, 5.08, 0.00
-5.29, -2.76, 0.00
-0.94, -5.15, 0.00
0.38, -4.53, 0.00
5.19, -2.59, 0.00
-5.24, -1.84, 0.00
-2.01, 5.13, 0.00
0.52, -6.87, 0.00
-4.65, -1.26, 0.00
0.60, 4.57, 0.00
4.24, -3.85, 0.00
4.45, 1.20, 0.00
3.98, 0.92, 0.00
2.49, 4.47, 0.00
-1.52, -5.01, 0.00
3.28, -3.65, 0.00
-4.74, -2.49, 0.00
-3.67, 3.73, 0.00
-3.10, 5.08, 0.00
4.50, 0.37, 0.00
-2.24, -5.08, 0.00
1.30, 3.59, 0.00
-0.73, 5.37, 0.00
5.85, 1.03, 0.00
4.80, -0.72, 0.00
-3.22, -2.56, 0.00
-5.29, -2.77, 0.00
-5.16, 1.29, 0.00
3.17, 4.02, 0.00
-5.71, 3.84, 0.00
-5.36, 1.80, 0.00
5.73, -0.87, 0.00
5.17, -1.70, 0.00
0.15, 3.50, 0.00
-4.24, -1.57, 0.00
-4.46, 0.21, 0.00
